job_id,salary_usd,experience_level,education_required,years_experience,required_skills,posting_date,industry
AI08435,178876,EX,Bachelor,12,"Scala, PyTorch, Statistics",2024-12-24,Transportation
AI08436,154897,EX,Bachelor,11,"AWS, Kubernetes, Linux, MLOps, GCP",2024-01-27,Education
AI08437,191284,SE,Master,8,"TensorFlow, NLP, Docker",2024-02-23,Retail
AI08438,82381,SE,Associate,8,"R, NLP, Linux, Mathematics",2024-02-20,Retail
AI08439,149237,EX,Bachelor,14,"Scala, Azure, MLOps, Python, Tableau",2025-04-28,Transportation
AI08440,150769,SE,PhD,6,"GCP, Deep Learning, MLOps, Docker, Linux",2024-10-26,Transportation
AI08441,249700,EX,Master,13,"GCP, Python, Statistics, Tableau",2024-04-17,Technology
AI08442,46116,MI,Master,2,"GCP, Git, R, SQL",2024-07-20,Healthcare
AI08443,115955,SE,Bachelor,5,"TensorFlow, Kubernetes, GCP, Git, NLP",2024-08-17,Media
AI08444,140277,EX,Bachelor,14,"Java, SQL, Git, Mathematics",2024-06-05,Automotive
AI08445,68074,MI,PhD,3,"Scala, Tableau, Kubernetes, MLOps",2024-07-09,Media
AI08446,143134,EX,Associate,13,"Hadoop, Scala, Spark, SQL, Mathematics",2025-02-23,Real Estate
AI08447,77696,MI,Associate,3,"Kubernetes, Python, Azure, Spark",2024-12-19,Automotive
AI08448,69560,MI,PhD,4,"GCP, Data Visualization, Python, Java",2024-06-14,Real Estate
AI08449,183977,EX,Master,17,"Statistics, Linux, Spark",2024-08-09,Telecommunications
AI08450,121100,SE,Master,7,"MLOps, Mathematics, Data Visualization",2025-04-02,Telecommunications
AI08451,65035,SE,Bachelor,7,"Mathematics, Azure, Tableau",2025-03-31,Government
AI08452,42189,EN,Associate,0,"MLOps, Azure, Hadoop",2024-10-17,Energy
AI08453,132701,SE,Associate,6,"Linux, Deep Learning, Kubernetes, TensorFlow",2024-08-15,Consulting
AI08454,190756,SE,Master,6,"SQL, AWS, Spark, Computer Vision",2024-12-13,Consulting
AI08455,128834,MI,Master,3,"Kubernetes, PyTorch, R",2024-08-04,Energy
AI08456,237757,EX,PhD,14,"SQL, TensorFlow, Computer Vision",2024-02-17,Automotive
AI08457,49942,MI,Master,3,"Linux, Hadoop, Azure, Statistics, SQL",2024-01-05,Technology
AI08458,203882,EX,Bachelor,18,"SQL, Docker, Data Visualization, Computer Vision",2024-11-09,Healthcare
AI08459,101255,SE,PhD,9,"AWS, R, Linux, NLP",2024-05-07,Real Estate
AI08460,74769,EN,Associate,0,"Git, Hadoop, Java, PyTorch",2024-12-10,Healthcare
AI08461,83470,SE,PhD,7,"Deep Learning, Java, Python, AWS, Mathematics",2024-05-10,Government
AI08462,95255,MI,PhD,4,"Python, Git, Spark",2024-09-19,Consulting
AI08463,262857,EX,Bachelor,15,"GCP, PyTorch, Python, Git",2024-09-16,Automotive
AI08464,171534,SE,Bachelor,9,"Linux, Java, Computer Vision",2024-03-15,Automotive
AI08465,58804,MI,Bachelor,2,"Git, R, MLOps, SQL",2024-01-12,Healthcare
AI08466,51543,EN,Bachelor,0,"NLP, Python, R, Deep Learning",2025-01-12,Real Estate
AI08467,73956,MI,PhD,2,"Tableau, Python, Computer Vision",2024-04-02,Gaming
AI08468,34660,EN,Master,1,"R, Computer Vision, Git",2025-01-07,Media
AI08469,104399,EX,Bachelor,13,"TensorFlow, Git, Statistics, Azure",2025-02-24,Government
AI08470,174577,EX,Associate,11,"Kubernetes, PyTorch, Docker",2024-07-12,Consulting
AI08471,101291,MI,Associate,2,"Hadoop, Java, NLP, Linux, R",2024-01-29,Real Estate
AI08472,34551,EN,Associate,1,"Kubernetes, Computer Vision, TensorFlow",2025-01-23,Consulting
AI08473,86219,MI,PhD,2,"TensorFlow, Docker, SQL, Java",2024-08-08,Media
AI08474,212320,EX,Bachelor,18,"Azure, Java, Statistics",2024-01-26,Telecommunications
AI08475,102724,SE,PhD,9,"AWS, Hadoop, Tableau, NLP, SQL",2024-10-06,Media
AI08476,85016,MI,Bachelor,4,"Data Visualization, Scala, Azure, Deep Learning, NLP",2024-05-14,Consulting
AI08477,70929,EN,Master,0,"Python, TensorFlow, Computer Vision, Statistics",2024-06-16,Manufacturing
AI08478,55871,MI,PhD,3,"Linux, Python, Scala, Java, TensorFlow",2024-09-12,Gaming
AI08479,196991,EX,Master,10,"Scala, Deep Learning, Java, Azure, SQL",2024-09-20,Media
AI08480,131631,EX,Master,11,"Python, Linux, Mathematics, SQL",2024-09-14,Transportation
AI08481,36614,EN,PhD,1,"Deep Learning, Mathematics, Linux, Data Visualization",2024-12-25,Gaming
AI08482,81309,MI,Associate,2,"Python, NLP, Kubernetes, R",2024-10-21,Real Estate
AI08483,158407,EX,Master,14,"Azure, Deep Learning, Python, AWS",2025-03-26,Retail
AI08484,37930,EN,Master,0,"Spark, PyTorch, SQL",2025-02-23,Automotive
AI08485,76791,EN,Bachelor,1,"Java, PyTorch, Statistics, Azure, TensorFlow",2024-01-06,Energy
AI08486,251576,EX,PhD,10,"Linux, Scala, NLP, Spark",2025-01-08,Technology
AI08487,191320,EX,PhD,14,"Kubernetes, Docker, Computer Vision, Data Visualization, AWS",2025-04-29,Manufacturing
AI08488,62707,MI,PhD,3,"Git, Tableau, Scala, MLOps, AWS",2025-04-23,Energy
AI08489,64459,MI,PhD,4,"GCP, SQL, PyTorch, R",2024-05-03,Automotive
AI08490,113397,MI,Master,3,"Kubernetes, Scala, Mathematics, AWS",2024-09-21,Media
AI08491,161148,SE,Bachelor,5,"Azure, PyTorch, Linux",2025-01-05,Technology
AI08492,80017,EN,Master,1,"GCP, Tableau, MLOps",2024-01-09,Finance
AI08493,79789,EN,Bachelor,0,"Python, Hadoop, TensorFlow, AWS",2025-02-11,Education
AI08494,67554,MI,Master,2,"Hadoop, Azure, Java, Spark",2024-07-22,Media
AI08495,80479,SE,Associate,6,"Azure, Python, Scala, Computer Vision",2024-03-29,Finance
AI08496,178112,SE,PhD,6,"Tableau, Deep Learning, R, MLOps, TensorFlow",2024-09-16,Education
AI08497,82223,EN,Bachelor,0,"Data Visualization, Java, Kubernetes, Hadoop",2024-12-06,Automotive
AI08498,225136,EX,Master,12,"Scala, GCP, NLP",2025-02-28,Gaming
AI08499,57831,MI,PhD,2,"MLOps, PyTorch, Scala, R",2024-04-16,Education
AI08500,91127,MI,Bachelor,2,"SQL, Linux, Tableau, R",2024-05-26,Retail
AI08501,112773,SE,Master,5,"Linux, SQL, Git, Hadoop, GCP",2024-10-30,Finance
AI08502,165249,SE,Associate,6,"Kubernetes, Statistics, Data Visualization, SQL",2024-11-02,Automotive
AI08503,53800,EN,Master,0,"Data Visualization, Linux, Deep Learning",2024-06-17,Technology
AI08504,117610,EX,Master,18,"Java, TensorFlow, Mathematics",2024-11-22,Telecommunications
AI08505,41663,EN,Master,0,"AWS, Linux, TensorFlow, Computer Vision",2024-01-31,Energy
AI08506,82735,SE,PhD,8,"Spark, Scala, Data Visualization, Hadoop",2025-04-20,Telecommunications
AI08507,50658,EN,Master,0,"Computer Vision, SQL, R",2025-02-27,Manufacturing
AI08508,159757,SE,Associate,8,"Scala, Git, NLP, Linux, Docker",2024-06-19,Healthcare
AI08509,99434,MI,Bachelor,4,"Python, Docker, Hadoop",2024-05-04,Retail
AI08510,147970,SE,Master,9,"Kubernetes, Java, Scala",2025-01-27,Media
AI08511,174698,EX,PhD,16,"Mathematics, PyTorch, NLP",2024-09-26,Technology
AI08512,97354,MI,Associate,4,"SQL, AWS, PyTorch, GCP, Spark",2025-01-10,Automotive
AI08513,145129,SE,PhD,9,"Spark, MLOps, AWS, Linux",2024-02-18,Gaming
AI08514,42135,EN,PhD,1,"Linux, Hadoop, Tableau, Python, Kubernetes",2025-03-19,Consulting
AI08515,108678,EX,Master,16,"Docker, Hadoop, GCP, TensorFlow",2025-01-14,Manufacturing
AI08516,160583,EX,PhD,13,"Tableau, Kubernetes, Statistics, PyTorch",2024-02-09,Healthcare
AI08517,188781,EX,Bachelor,19,"Mathematics, MLOps, SQL, Deep Learning, Scala",2024-10-01,Healthcare
AI08518,52861,MI,Master,3,"Git, Kubernetes, TensorFlow, PyTorch, Computer Vision",2025-03-07,Telecommunications
AI08519,157507,SE,PhD,5,"Scala, Data Visualization, Docker, Azure, Deep Learning",2024-09-28,Real Estate
AI08520,154689,EX,Associate,13,"R, Tableau, NLP, MLOps",2025-01-26,Finance
AI08521,71226,EN,Associate,0,"SQL, GCP, PyTorch",2024-09-03,Government
AI08522,75293,MI,PhD,2,"Hadoop, Linux, Statistics, Scala",2024-10-09,Real Estate
AI08523,144756,EX,Master,19,"Azure, Linux, MLOps",2025-04-02,Retail
AI08524,223009,EX,Bachelor,16,"R, Hadoop, Scala, Deep Learning",2024-09-23,Healthcare
AI08525,49871,EN,Associate,1,"Kubernetes, Python, Tableau",2025-03-30,Automotive
AI08526,70029,EN,Master,0,"Kubernetes, SQL, Linux",2024-07-07,Education
AI08527,102204,MI,Bachelor,3,"R, Python, Mathematics",2025-01-20,Manufacturing
AI08528,60283,EN,PhD,0,"Statistics, Scala, Kubernetes",2024-02-09,Technology
AI08529,303981,EX,Master,11,"Statistics, GCP, Deep Learning, Spark",2025-01-11,Real Estate
AI08530,116405,EX,Master,17,"Scala, SQL, GCP, Computer Vision, Java",2024-06-03,Energy
AI08531,204299,SE,Bachelor,5,"Docker, MLOps, Hadoop, NLP, Spark",2024-10-09,Finance
AI08532,111856,SE,PhD,6,"SQL, Hadoop, Azure, Tableau, AWS",2024-03-23,Telecommunications
AI08533,56235,EN,Associate,0,"Mathematics, Spark, Linux, Computer Vision, Docker",2024-02-27,Telecommunications
AI08534,122552,SE,Associate,5,"Data Visualization, GCP, Python, Spark, Mathematics",2024-04-06,Retail
AI08535,96332,MI,PhD,2,"Azure, Docker, Kubernetes",2024-12-31,Manufacturing
AI08536,195705,EX,Master,19,"Azure, R, SQL",2025-02-17,Healthcare
AI08537,183077,SE,Bachelor,6,"Tableau, SQL, NLP, Deep Learning",2024-01-09,Energy
AI08538,185786,SE,Bachelor,6,"Mathematics, AWS, Git, R, SQL",2025-03-16,Automotive
AI08539,46038,EN,Bachelor,1,"AWS, Mathematics, NLP, TensorFlow",2024-02-18,Real Estate
AI08540,91063,SE,PhD,5,"Computer Vision, Linux, Tableau, SQL",2024-12-28,Automotive
AI08541,116806,SE,Bachelor,8,"Python, Linux, Spark",2024-01-24,Media
AI08542,144821,EX,Master,13,"Data Visualization, MLOps, SQL, AWS",2024-05-07,Manufacturing
AI08543,157668,SE,Master,7,"AWS, Spark, Azure",2025-04-06,Energy
AI08544,72870,MI,Associate,2,"R, SQL, Computer Vision",2024-10-18,Government
AI08545,48194,EN,PhD,0,"Spark, Scala, Linux, Deep Learning",2025-04-08,Education
AI08546,140098,MI,PhD,3,"Java, SQL, Data Visualization",2025-02-19,Finance
AI08547,43575,EN,Bachelor,1,"GCP, Hadoop, Mathematics, Spark",2024-11-29,Finance
AI08548,88489,SE,Associate,6,"Linux, AWS, TensorFlow",2024-03-08,Gaming
AI08549,291564,EX,Master,14,"Data Visualization, PyTorch, TensorFlow, Hadoop, Kubernetes",2024-02-17,Media
AI08550,88629,MI,Associate,4,"Spark, MLOps, Tableau",2025-02-09,Healthcare
AI08551,53026,EN,Bachelor,0,"Linux, SQL, Git, AWS, Computer Vision",2024-11-01,Manufacturing
AI08552,38104,EN,PhD,1,"Mathematics, Python, Computer Vision, Kubernetes, Azure",2024-02-15,Consulting
AI08553,74005,MI,Master,3,"Kubernetes, TensorFlow, Data Visualization, MLOps, SQL",2025-02-12,Media
AI08554,82586,EN,PhD,0,"Statistics, Kubernetes, GCP, Hadoop, Scala",2024-10-17,Energy
AI08555,315756,EX,PhD,15,"GCP, AWS, Docker",2024-07-31,Education
AI08556,92683,MI,Bachelor,3,"AWS, Deep Learning, Statistics",2024-12-18,Energy
AI08557,128266,EX,Associate,10,"Linux, Azure, Data Visualization, Computer Vision, MLOps",2025-03-27,Finance
AI08558,137840,SE,PhD,7,"Linux, Python, Mathematics",2025-01-20,Gaming
AI08559,82009,MI,PhD,2,"Scala, GCP, PyTorch, Data Visualization",2025-01-26,Education
AI08560,140346,EX,Bachelor,17,"Kubernetes, Scala, NLP, MLOps, Computer Vision",2024-03-26,Consulting
AI08561,103125,SE,PhD,9,"Spark, Linux, Scala, R, Mathematics",2024-01-02,Transportation
AI08562,205464,EX,Bachelor,16,"TensorFlow, Kubernetes, Mathematics, Spark, R",2025-04-29,Education
AI08563,76732,MI,PhD,3,"Spark, Java, Tableau, PyTorch, SQL",2024-06-13,Education
AI08564,59391,EN,Bachelor,1,"SQL, Python, NLP",2024-07-26,Real Estate
AI08565,237339,EX,Bachelor,18,"Spark, AWS, Kubernetes, Statistics",2024-09-23,Retail
AI08566,184930,EX,Bachelor,16,"Linux, Scala, SQL, GCP, Git",2025-04-01,Consulting
AI08567,118941,SE,Bachelor,5,"Python, Git, PyTorch",2024-08-27,Media
AI08568,103580,MI,Master,4,"R, Docker, Computer Vision",2024-09-27,Media
AI08569,75581,MI,Master,4,"AWS, Mathematics, Python",2024-05-27,Retail
AI08570,79520,MI,PhD,2,"Hadoop, Tableau, Linux, Python",2024-04-17,Consulting
AI08571,61640,MI,PhD,2,"Git, Docker, Kubernetes, Data Visualization, Scala",2024-04-10,Gaming
AI08572,33056,EN,Bachelor,0,"Azure, SQL, Java, Git",2025-04-10,Real Estate
AI08573,103447,EX,Bachelor,11,"Hadoop, AWS, NLP, Computer Vision",2024-10-12,Finance
AI08574,92157,MI,PhD,3,"Git, Linux, PyTorch, NLP",2024-01-28,Media
AI08575,271306,EX,PhD,13,"R, SQL, GCP, MLOps",2024-02-26,Automotive
AI08576,84711,MI,Associate,2,"TensorFlow, PyTorch, MLOps, Computer Vision, SQL",2024-09-09,Retail
AI08577,179776,EX,PhD,14,"TensorFlow, Git, Mathematics, Data Visualization",2024-08-21,Automotive
AI08578,152399,EX,Associate,19,"Python, Deep Learning, TensorFlow, GCP, Scala",2025-02-18,Manufacturing
AI08579,63645,EN,PhD,1,"Python, Statistics, R",2025-01-09,Finance
AI08580,117988,MI,PhD,4,"SQL, PyTorch, Azure, TensorFlow, R",2024-10-07,Education
AI08581,108405,MI,Associate,2,"Tableau, Docker, Kubernetes, Statistics",2024-06-30,Healthcare
AI08582,106604,EN,Master,0,"Hadoop, Java, Scala, GCP",2025-02-28,Consulting
AI08583,130417,SE,Bachelor,8,"Deep Learning, SQL, Mathematics, Kubernetes",2024-02-23,Education
AI08584,93933,SE,PhD,7,"SQL, Scala, Python, R, Java",2024-06-18,Gaming
AI08585,95661,SE,PhD,6,"Java, AWS, MLOps",2024-05-04,Media
AI08586,42801,EN,PhD,1,"Computer Vision, Deep Learning, Git",2024-07-01,Retail
AI08587,78409,SE,Bachelor,8,"PyTorch, Scala, Java, TensorFlow",2024-05-31,Consulting
AI08588,149666,EX,Master,16,"Kubernetes, Data Visualization, SQL, Computer Vision",2024-11-05,Technology
AI08589,224806,EX,Master,19,"Python, Git, SQL, Computer Vision, Azure",2024-08-15,Telecommunications
AI08590,88202,EN,Associate,1,"Deep Learning, Tableau, Azure, R, AWS",2024-09-13,Gaming
AI08591,105502,MI,Master,2,"Python, NLP, Azure, Data Visualization, Computer Vision",2024-09-27,Media
AI08592,196793,EX,Associate,11,"SQL, Linux, R",2024-01-23,Healthcare
AI08593,89372,MI,PhD,4,"NLP, Scala, TensorFlow",2024-07-27,Government
AI08594,166474,EX,Bachelor,13,"Spark, Data Visualization, Hadoop",2024-11-30,Gaming
AI08595,85322,SE,Master,5,"Java, Spark, Python, Tableau, Linux",2024-08-18,Retail
AI08596,119408,SE,Bachelor,7,"R, Deep Learning, MLOps, Hadoop",2024-10-06,Transportation
AI08597,89166,MI,Master,2,"Python, Kubernetes, TensorFlow, AWS",2024-01-21,Consulting
AI08598,163825,EX,Associate,14,"Computer Vision, Spark, Git, Kubernetes",2024-09-02,Education
AI08599,145445,EX,Bachelor,10,"Linux, MLOps, Kubernetes, NLP, Scala",2024-07-26,Government
AI08600,50098,EN,Associate,0,"Python, SQL, Kubernetes, NLP",2024-05-24,Retail
AI08601,191579,EX,Bachelor,13,"Linux, Git, Statistics, Tableau, Hadoop",2025-02-07,Telecommunications
AI08602,118751,MI,Bachelor,3,"R, Scala, PyTorch, GCP, SQL",2025-01-30,Transportation
AI08603,73162,MI,Bachelor,2,"Linux, Tableau, AWS",2024-05-04,Transportation
AI08604,64053,EN,Associate,1,"Tableau, SQL, AWS, Data Visualization, Git",2024-09-14,Manufacturing
AI08605,60857,MI,Bachelor,4,"Azure, Deep Learning, SQL, Linux",2024-06-04,Real Estate
AI08606,107730,SE,PhD,7,"Kubernetes, NLP, GCP",2024-03-10,Transportation
AI08607,292421,EX,Master,19,"Git, Tableau, AWS",2025-01-10,Transportation
AI08608,81568,SE,Bachelor,7,"SQL, Hadoop, Kubernetes",2024-03-01,Retail
AI08609,71642,EN,Associate,0,"Git, Deep Learning, Computer Vision",2024-06-16,Consulting
AI08610,140985,EX,Master,11,"Scala, Python, MLOps",2024-08-20,Finance
AI08611,68587,SE,Master,7,"Kubernetes, Computer Vision, Data Visualization, GCP, Azure",2024-10-07,Healthcare
AI08612,47646,EN,Bachelor,0,"Scala, AWS, Linux, Hadoop, Git",2025-04-23,Media
AI08613,61672,MI,Bachelor,2,"Spark, SQL, R, Java, NLP",2024-07-17,Gaming
AI08614,152802,SE,PhD,5,"Python, Tableau, MLOps, Azure",2024-06-06,Real Estate
AI08615,136976,EX,Master,13,"Hadoop, MLOps, Python, TensorFlow, Git",2024-04-08,Technology
AI08616,178446,EX,Bachelor,14,"Git, Deep Learning, Spark, Scala",2024-07-27,Telecommunications
AI08617,151849,EX,PhD,12,"Data Visualization, AWS, Scala, Statistics",2025-02-27,Energy
AI08618,84194,MI,Associate,3,"Linux, Spark, Python",2025-02-09,Finance
AI08619,100888,EX,Bachelor,16,"Spark, Python, Linux, Computer Vision, TensorFlow",2025-03-17,Technology
AI08620,65072,MI,PhD,2,"R, TensorFlow, Tableau, Linux, Python",2024-07-24,Education
AI08621,86269,SE,Master,5,"SQL, Java, MLOps",2024-01-24,Consulting
AI08622,114456,SE,Master,9,"Spark, MLOps, Azure",2024-06-06,Education
AI08623,74056,EN,Master,0,"Python, Azure, Mathematics",2024-09-17,Retail
AI08624,47096,MI,PhD,2,"Scala, Java, Python, Tableau",2024-02-21,Finance
AI08625,67011,EN,PhD,1,"Azure, GCP, SQL, Scala",2024-08-28,Media
AI08626,124637,SE,Master,9,"Git, Computer Vision, R, AWS",2024-12-31,Healthcare
AI08627,123605,MI,Master,4,"R, Java, Azure",2025-02-26,Government
AI08628,50538,EN,Associate,1,"Kubernetes, Mathematics, SQL, AWS, TensorFlow",2024-05-18,Healthcare
AI08629,56691,MI,PhD,2,"Azure, SQL, TensorFlow",2024-06-09,Telecommunications
AI08630,91737,SE,Associate,8,"Tableau, Docker, Spark, Data Visualization",2024-11-06,Energy
AI08631,81953,MI,PhD,3,"Hadoop, Python, MLOps, Kubernetes",2024-07-02,Government
AI08632,176708,SE,PhD,6,"R, Computer Vision, Statistics, Python, Data Visualization",2024-06-10,Retail
AI08633,166059,SE,Bachelor,7,"SQL, Docker, MLOps, PyTorch",2024-02-01,Healthcare
AI08634,58771,EN,Bachelor,0,"PyTorch, NLP, Python, Git, Tableau",2024-08-20,Energy
AI08635,147012,EX,Associate,13,"Linux, Statistics, Mathematics",2024-07-31,Transportation
AI08636,222457,EX,Master,16,"Scala, Computer Vision, Data Visualization, GCP",2024-03-17,Automotive
AI08637,123682,MI,Master,4,"Scala, Deep Learning, Computer Vision, Kubernetes",2024-06-27,Media
AI08638,81711,MI,PhD,4,"R, SQL, Tableau, NLP",2025-04-29,Technology
AI08639,185293,EX,Master,11,"SQL, Tableau, Git",2024-11-18,Technology
AI08640,211903,EX,Bachelor,12,"Azure, Spark, Data Visualization, MLOps, Java",2024-01-23,Energy
AI08641,70001,EN,PhD,1,"GCP, Python, AWS, Tableau, Data Visualization",2024-02-08,Education
AI08642,74353,EN,Bachelor,1,"SQL, Linux, Computer Vision, Scala",2025-01-02,Retail
AI08643,88503,EN,Bachelor,1,"SQL, Statistics, Deep Learning, PyTorch, Azure",2025-04-25,Transportation
AI08644,33218,EN,Associate,0,"Docker, Java, AWS, R, Computer Vision",2024-11-13,Retail
AI08645,46583,EN,PhD,1,"GCP, TensorFlow, Statistics, Mathematics",2025-01-03,Transportation
AI08646,115398,EX,Associate,10,"GCP, Git, Java, Computer Vision, Kubernetes",2024-08-15,Transportation
AI08647,93638,MI,Associate,3,"Docker, Azure, MLOps, Mathematics, NLP",2024-10-02,Technology
AI08648,86536,EX,PhD,17,"Tableau, Data Visualization, Computer Vision, Python",2024-05-10,Healthcare
AI08649,91687,SE,PhD,8,"Hadoop, GCP, AWS",2025-03-12,Retail
AI08650,189289,EX,Associate,11,"Kubernetes, Python, Tableau, Java, Deep Learning",2025-03-05,Energy
AI08651,59807,EN,Master,1,"PyTorch, SQL, Kubernetes, Scala",2024-12-30,Energy
AI08652,107160,MI,Associate,4,"GCP, R, Deep Learning, Linux, Docker",2025-02-27,Gaming
AI08653,92078,MI,Associate,3,"Tableau, R, Git, Deep Learning, PyTorch",2024-03-25,Real Estate
AI08654,122356,EX,Associate,18,"SQL, PyTorch, Tableau, Mathematics, Azure",2025-02-10,Energy
AI08655,82719,EN,Master,0,"PyTorch, Statistics, Scala, MLOps",2025-01-21,Real Estate
AI08656,99773,SE,Bachelor,8,"Mathematics, Linux, Data Visualization, Python, Azure",2024-07-29,Gaming
AI08657,53937,EN,Bachelor,0,"Azure, PyTorch, Scala, Git, Mathematics",2024-03-10,Transportation
AI08658,34073,EN,PhD,0,"Hadoop, Kubernetes, GCP, SQL",2025-03-30,Gaming
AI08659,110498,SE,Associate,7,"Spark, GCP, PyTorch",2024-09-28,Government
AI08660,44307,EN,Bachelor,1,"Python, TensorFlow, Linux, GCP, Spark",2024-01-16,Manufacturing
AI08661,199429,SE,Bachelor,5,"Hadoop, TensorFlow, Tableau, Data Visualization, Spark",2025-04-26,Telecommunications
AI08662,214876,EX,Bachelor,16,"R, Scala, Azure, Tableau",2024-11-27,Energy
AI08663,88382,SE,Master,7,"Hadoop, Spark, PyTorch",2024-08-26,Telecommunications
AI08664,141721,EX,Bachelor,15,"PyTorch, Mathematics, Kubernetes, SQL",2024-11-05,Real Estate
AI08665,112624,MI,Master,2,"Spark, Kubernetes, Tableau, Scala",2024-07-09,Telecommunications
AI08666,47889,EN,Associate,1,"SQL, AWS, Deep Learning",2024-05-03,Automotive
AI08667,155489,SE,Bachelor,9,"Data Visualization, MLOps, AWS, R",2024-07-09,Retail
AI08668,141541,EX,Bachelor,16,"Linux, GCP, Computer Vision",2025-01-27,Telecommunications
AI08669,228543,EX,Bachelor,12,"Docker, Git, Tableau, SQL",2024-08-12,Technology
AI08670,110546,MI,Master,2,"Linux, Spark, PyTorch, AWS",2024-03-15,Energy
AI08671,249647,EX,Bachelor,12,"TensorFlow, Scala, Data Visualization",2025-03-22,Automotive
AI08672,55461,MI,Master,2,"MLOps, Statistics, Git",2024-02-17,Energy
AI08673,159894,SE,Bachelor,7,"TensorFlow, Java, Git, Hadoop, Docker",2024-11-30,Transportation
AI08674,175720,SE,Associate,7,"Mathematics, Python, Spark",2024-07-13,Technology
AI08675,77419,MI,Associate,2,"Python, Statistics, Git, Linux",2024-11-04,Real Estate
AI08676,74674,SE,PhD,6,"Azure, Git, Scala, Hadoop",2024-06-19,Telecommunications
AI08677,84573,SE,Associate,9,"SQL, NLP, Tableau, Scala",2025-02-09,Energy
AI08678,83895,MI,PhD,4,"Statistics, Data Visualization, Hadoop, Java, AWS",2025-01-26,Media
AI08679,37919,EN,PhD,1,"R, Git, SQL, Docker, Java",2024-12-22,Consulting
AI08680,155124,EX,Associate,18,"TensorFlow, PyTorch, Kubernetes",2024-09-22,Energy
AI08681,35429,EN,Master,1,"Statistics, MLOps, Hadoop",2024-06-21,Telecommunications
AI08682,55733,EN,PhD,1,"Kubernetes, Python, Mathematics",2025-01-03,Finance
AI08683,126915,SE,Bachelor,8,"Hadoop, AWS, MLOps, Spark, Computer Vision",2024-07-25,Technology
AI08684,87954,EX,PhD,14,"Tableau, Deep Learning, GCP",2024-08-06,Energy
AI08685,107762,SE,PhD,9,"Kubernetes, Java, SQL",2024-01-03,Healthcare
AI08686,111452,SE,PhD,6,"Scala, Linux, Computer Vision, Python, MLOps",2025-01-06,Transportation
AI08687,38918,EN,PhD,0,"Tableau, R, Spark",2024-08-14,Gaming
AI08688,46516,MI,PhD,4,"Mathematics, PyTorch, SQL",2024-03-09,Manufacturing
AI08689,163504,EX,PhD,18,"Computer Vision, SQL, MLOps, Kubernetes, Mathematics",2024-10-31,Gaming
AI08690,126835,EX,Associate,19,"AWS, Docker, GCP, Kubernetes, Tableau",2024-03-04,Gaming
AI08691,32790,EN,PhD,1,"Python, Statistics, Computer Vision",2024-09-10,Real Estate
AI08692,149213,EX,Associate,14,"Hadoop, Python, Deep Learning",2024-06-21,Real Estate
AI08693,136639,MI,Master,3,"Java, NLP, Linux, Deep Learning, PyTorch",2025-03-30,Healthcare
AI08694,139996,SE,Bachelor,6,"Docker, SQL, NLP",2025-03-02,Automotive
AI08695,127541,SE,Associate,7,"Git, Deep Learning, MLOps, R, Tableau",2024-07-16,Manufacturing
AI08696,158041,SE,Master,7,"AWS, NLP, Java, Data Visualization, PyTorch",2024-11-17,Education
AI08697,97247,MI,Master,4,"Statistics, MLOps, GCP, Git, Spark",2024-01-16,Media
AI08698,85834,MI,Master,3,"Python, Data Visualization, R",2024-04-06,Energy
AI08699,90893,SE,Bachelor,7,"Linux, Python, Data Visualization, Docker",2024-11-09,Education
AI08700,94095,MI,Master,4,"Data Visualization, MLOps, NLP, Tableau",2024-03-02,Manufacturing
AI08701,46463,EN,PhD,0,"Hadoop, Docker, Git, SQL",2024-01-30,Gaming
AI08702,72679,EN,PhD,0,"Python, Java, Tableau",2024-09-06,Gaming
AI08703,51405,MI,Bachelor,3,"Scala, Spark, R, Statistics",2024-05-10,Real Estate
AI08704,73373,MI,Associate,3,"Statistics, Python, Scala",2025-02-02,Energy
AI08705,92323,SE,PhD,8,"SQL, Deep Learning, R",2025-02-26,Healthcare
AI08706,154821,SE,PhD,6,"PyTorch, Git, Azure, Docker",2024-02-29,Media
AI08707,202399,EX,Bachelor,14,"Java, Hadoop, Data Visualization, Spark",2025-03-27,Government
AI08708,283735,EX,Master,13,"TensorFlow, Computer Vision, Linux, AWS",2024-12-15,Government
AI08709,79867,MI,PhD,3,"Python, R, NLP, Tableau",2024-12-20,Education
AI08710,34286,EN,PhD,0,"SQL, Scala, Java",2024-11-24,Real Estate
AI08711,103430,SE,Bachelor,9,"Statistics, Kubernetes, Spark, MLOps, Scala",2024-05-27,Government
AI08712,87752,SE,Associate,8,"SQL, PyTorch, GCP",2024-11-21,Energy
AI08713,98405,MI,Master,3,"Deep Learning, Azure, SQL",2024-04-18,Media
AI08714,132646,SE,Bachelor,9,"Tableau, SQL, Git",2024-03-03,Transportation
AI08715,96989,SE,PhD,6,"NLP, MLOps, Kubernetes, Python",2024-10-04,Retail
AI08716,46865,MI,Bachelor,4,"NLP, Python, Statistics, Azure",2024-02-22,Technology
AI08717,242921,EX,Associate,15,"TensorFlow, Tableau, Linux, SQL",2025-03-10,Transportation
AI08718,58395,MI,PhD,4,"Git, AWS, R, Computer Vision",2025-03-21,Energy
AI08719,87030,SE,Bachelor,8,"PyTorch, Kubernetes, Mathematics",2024-12-09,Finance
AI08720,77731,MI,Master,3,"Computer Vision, MLOps, SQL, Statistics, Spark",2024-11-07,Education
